entity_code,rounding_level,date_of_report,sales_and_revenue,cost,gross_profit,total_profit,comprehensive_income_before_tax,total_comprehensive_income
AALI,Jutaan / In Million,30 June 2021,10832079.0,8618047.0,2214032.0,695180.0,423511.0,1033989.0
